# Annotation claims. One row per explained location.
# image<TAB>kind<TAB>addr<TAB>name<TAB>where-it-is-established
#
# A row here is a CLAIM that the location is understood, checkable against
# the document in the last column. Do not add a row because an address is
# mentioned somewhere -- only because its meaning is established there.
#
# Seeded 2026-07-29 with the IRAM work of that day and nothing else. The
# low score is the honest starting point, not a bug.
rev20	irambyte	0x20	previous P3 sample (button edge detect)	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambyte	0x22	source mux / panel shift word	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambyte	0x23	codec control shift word	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambyte	0x25	panel/source internal state	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x22.0	ch1 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.1	ch1 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.2	ch1 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.3	ch2 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.4	ch2 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.5	ch2 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.6	derived = !0x25.4 and !0x25.5	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x23.6	MONO latch	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.0	ch1 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.1	ch2 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.2	ch1 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.3	ch2 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x20	previous P3 sample (button edge detect)	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x22	source mux / panel shift word	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambyte	0x23	codec control shift word	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x25	panel/source internal state	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x22.0	ch1 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.1	ch1 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.2	ch1 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.3	ch2 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.4	ch2 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.5	ch2 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.6	derived = !0x25.4 and !0x25.5	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x23.6	MONO latch	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.0	ch1 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.1	ch2 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.2	ch1 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.3	ch2 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	xdata	0xFF9B	OEPDCNTX2	mboxfw/include/regs.h	name
rev20	xdata	0xFF9F	OEPDCNTY2	mboxfw/include/regs.h	name
rev22	xdata	0xFF9F	OEPDCNTY2	mboxfw/include/regs.h	name
rev20	xdata	0xFF28	SETPACK_BMREQ	mboxfw/include/regs.h	name
rev22	xdata	0xFF28	SETPACK_BMREQ	mboxfw/include/regs.h	name
rev20	xdata	0xFF29	SETPACK_BREQ	mboxfw/include/regs.h	name
rev22	xdata	0xFF29	SETPACK_BREQ	mboxfw/include/regs.h	name
rev20	xdata	0xFF2A	SETPACK_WVAL_L	mboxfw/include/regs.h	name
rev22	xdata	0xFF2A	SETPACK_WVAL_L	mboxfw/include/regs.h	name
rev20	xdata	0xFF2B	SETPACK_WVAL_H	mboxfw/include/regs.h	name
rev22	xdata	0xFF2B	SETPACK_WVAL_H	mboxfw/include/regs.h	name
rev20	xdata	0xFF2C	SETPACK_WIDX_L	mboxfw/include/regs.h	name
rev22	xdata	0xFF2C	SETPACK_WIDX_L	mboxfw/include/regs.h	name
rev20	xdata	0xFF2D	SETPACK_WIDX_H	mboxfw/include/regs.h	name
rev22	xdata	0xFF2D	SETPACK_WIDX_H	mboxfw/include/regs.h	name
rev20	xdata	0xFF2E	SETPACK_WLEN_L	mboxfw/include/regs.h	name
rev22	xdata	0xFF2E	SETPACK_WLEN_L	mboxfw/include/regs.h	name
rev20	xdata	0xFF2F	SETPACK_WLEN_H	mboxfw/include/regs.h	name
rev22	xdata	0xFF2F	SETPACK_WLEN_H	mboxfw/include/regs.h	name
rev20	xdata	0xFFB0	MEMCFG	mboxfw/include/regs.h	name
rev22	xdata	0xFFB0	MEMCFG	mboxfw/include/regs.h	name
rev20	xdata	0xFFB1	GLOBCTL	mboxfw/include/regs.h	name
rev22	xdata	0xFFB1	GLOBCTL	mboxfw/include/regs.h	name
rev20	xdata	0xFFB2	VECINT	mboxfw/include/regs.h	name
rev22	xdata	0xFFB2	VECINT	mboxfw/include/regs.h	name
rev20	xdata	0xFFB3	IEPINT	mboxfw/include/regs.h	name
rev22	xdata	0xFFB3	IEPINT	mboxfw/include/regs.h	name
rev20	xdata	0xFFB4	OEPINT	mboxfw/include/regs.h	name
rev22	xdata	0xFFB4	OEPINT	mboxfw/include/regs.h	name
rev20	xdata	0xFFFC	USBCTL	mboxfw/include/regs.h	name
rev22	xdata	0xFFFC	USBCTL	mboxfw/include/regs.h	name
rev20	xdata	0xFFFD	USBIMSK	mboxfw/include/regs.h	name
rev22	xdata	0xFFFD	USBIMSK	mboxfw/include/regs.h	name
rev20	xdata	0xFFFE	USBSTA	mboxfw/include/regs.h	name
rev22	xdata	0xFFFE	USBSTA	mboxfw/include/regs.h	name
rev20	xdata	0xFFFF	USBFADR	mboxfw/include/regs.h	name
rev22	xdata	0xFFFF	USBFADR	mboxfw/include/regs.h	name
rev20	xdata	0xFFD4	CPTRXCNF4	mboxfw/include/regs.h	name
rev22	xdata	0xFFD4	CPTRXCNF4	mboxfw/include/regs.h	name
rev20	xdata	0xFFD5	CPTRXCNF3	mboxfw/include/regs.h	name
rev22	xdata	0xFFD5	CPTRXCNF3	mboxfw/include/regs.h	name
rev20	xdata	0xFFD6	CPTRXCNF2	mboxfw/include/regs.h	name
rev22	xdata	0xFFD6	CPTRXCNF2	mboxfw/include/regs.h	name
rev20	xdata	0xFFDC	CPTSTA	mboxfw/include/regs.h	name
rev22	xdata	0xFFDC	CPTSTA	mboxfw/include/regs.h	name
rev20	xdata	0xFFDD	CPTCNF4	mboxfw/include/regs.h	name
rev22	xdata	0xFFDD	CPTCNF4	mboxfw/include/regs.h	name
rev20	xdata	0xFFDE	CPTCNF3	mboxfw/include/regs.h	name
rev22	xdata	0xFFDE	CPTCNF3	mboxfw/include/regs.h	name
rev20	xdata	0xFFDF	CPTCNF2	mboxfw/include/regs.h	name
rev22	xdata	0xFFDF	CPTCNF2	mboxfw/include/regs.h	name
rev20	xdata	0xFFE0	CPTCNF1	mboxfw/include/regs.h	name
rev22	xdata	0xFFE0	CPTCNF1	mboxfw/include/regs.h	name
rev20	xdata	0xFFE1	ACGCTL	mboxfw/include/regs.h	name
rev22	xdata	0xFFE1	ACGCTL	mboxfw/include/regs.h	name
rev20	xdata	0xFFE5	ACG1FRQ2	mboxfw/include/regs.h	name
rev22	xdata	0xFFE5	ACG1FRQ2	mboxfw/include/regs.h	name
rev20	xdata	0xFFE6	ACG1FRQ1	mboxfw/include/regs.h	name
rev22	xdata	0xFFE6	ACG1FRQ1	mboxfw/include/regs.h	name
rev20	xdata	0xFFE7	ACG1FRQ0	mboxfw/include/regs.h	name
rev22	xdata	0xFFE7	ACG1FRQ0	mboxfw/include/regs.h	name
rev20	xdata	0xFFE8	DMACTL0	mboxfw/include/regs.h	name
rev22	xdata	0xFFE8	DMACTL0	mboxfw/include/regs.h	name
rev20	xdata	0xFFE9	DMATSH0	mboxfw/include/regs.h	name
rev22	xdata	0xFFE9	DMATSH0	mboxfw/include/regs.h	name
rev20	xdata	0xFFEA	DMATSL0	mboxfw/include/regs.h	name
rev22	xdata	0xFFEA	DMATSL0	mboxfw/include/regs.h	name
rev20	xdata	0xFFEB	DMABCNT0L	mboxfw/include/regs.h	name
rev22	xdata	0xFFEB	DMABCNT0L	mboxfw/include/regs.h	name
rev20	xdata	0xFFEC	DMABCNT0H	mboxfw/include/regs.h	name
rev22	xdata	0xFFEC	DMABCNT0H	mboxfw/include/regs.h	name
rev20	xdata	0xFFEE	DMACTL1	mboxfw/include/regs.h	name
rev22	xdata	0xFFEE	DMACTL1	mboxfw/include/regs.h	name
rev20	xdata	0xFFEF	DMATSH1	mboxfw/include/regs.h	name
rev22	xdata	0xFFEF	DMATSH1	mboxfw/include/regs.h	name
rev20	xdata	0xFFF0	DMATSL1	mboxfw/include/regs.h	name
rev22	xdata	0xFFF0	DMATSL1	mboxfw/include/regs.h	name
rev20	xdata	0xFFF3	DMABCNT1L	mboxfw/include/regs.h	name
rev22	xdata	0xFFF3	DMABCNT1L	mboxfw/include/regs.h	name
rev20	xdata	0xFFF4	DMABCNT1H	mboxfw/include/regs.h	name
rev22	xdata	0xFFF4	DMABCNT1H	mboxfw/include/regs.h	name
rev20	xdata	0xFFE2	ACGDCTL	mboxfw/include/regs.h	name
rev22	xdata	0xFFE2	ACGDCTL	mboxfw/include/regs.h	name
rev20	xdata	0xFFF6	ACG2DCTL	mboxfw/include/regs.h	name
rev22	xdata	0xFFF6	ACG2DCTL	mboxfw/include/regs.h	name
rev20	xdata	0xFFF7	ACG2FRQ2	mboxfw/include/regs.h	name
rev22	xdata	0xFFF7	ACG2FRQ2	mboxfw/include/regs.h	name
rev20	xdata	0xFFF8	ACG2FRQ1	mboxfw/include/regs.h	name
rev22	xdata	0xFFF8	ACG2FRQ1	mboxfw/include/regs.h	name
rev20	xdata	0xFFF9	ACG2FRQ0	mboxfw/include/regs.h	name
rev22	xdata	0xFFF9	ACG2FRQ0	mboxfw/include/regs.h	name
rev20	irambyte	0x01	register bank 0 R1 (direct-addressed)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x03	register bank 0 R3 (direct-addressed)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x05	register bank 0 R5 (Keil arg slot)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x06	register bank 0 R6 / handler changed-flag	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x08	live mode number (1/2/3/5)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x09	loop counter, low half of 16-bit pair with 0x0B	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x0A	enumerated state / index	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x0B	loop counter, high half of pair with 0x09	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x0C	dead store #0xFE, never read	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x0D	enumerated state (1/2/5)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x0E	save/restore partner of 0x0D	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x16	read once into R2; never written by the application	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x18	bit accumulator in the 0x0B8D block loop	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x19	table pointer high byte (with 0x1A)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x1A	table pointer low byte (with 0x19)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x1B	EP0 working pointer high byte (Rev 20)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x1C	EP0 working pointer low byte (Rev 20)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x01	register bank 0 R1 (direct-addressed)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x03	register bank 0 R3 (direct-addressed)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x05	register bank 0 R5 (Keil arg slot)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x06	register bank 0 R6 / handler changed-flag	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x07	register bank 0 R7 (Keil arg slot)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x08	live mode number (1/2/3/5)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x09	loop counter, low half of 16-bit pair with 0x0B	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x0A	enumerated state / index	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x0B	loop counter, high half of pair with 0x09	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x0C	dead store #0xFE, never read	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x0D	enumerated state (1/2/5)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x0E	save/restore partner of 0x0D	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x16	read once into R2; never written by the application	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x18	bit accumulator in the 0x0B8D block loop	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x19	table pointer high byte (with 0x1A)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x1A	table pointer low byte (with 0x19)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x1B	EP0 working pointer high byte (Rev 20)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x1C	EP0 working pointer low byte (Rev 20)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x1D	EP0 working pointer high byte (Rev 22)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	irambyte	0x1E	EP0 working pointer low byte (Rev 22)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambyte	0x27	overlaid local, clamped-to-1 working value (fcn 0x0A96)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x28	overlaid local, countdown (DEC 0x28)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x29	overlaid local, countdown (DEC 0x29)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2A	overlaid local, single write #0x00, no read	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2B	overlaid local, single write #0x10, no read	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2C	CS8427 register number (arg in R7); also scratch via XRL #0xFF	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2D	CS8427 register value (arg in R5)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2E	CS8427 register number (arg in R7); also DJNZ delay counter	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x2F	CS8427 register value (arg in R5); also an INC counter	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x30	streaming-region counter (INC 0x30)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x31	CS8427 register number for CLOCKSOURCE start/stop	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x32	CS8427 value 0x41=RUN set / 0x40=RUN clear	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambyte	0x33	R7 spill slot (Rev 20 only)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x27	overlaid local, clamped-to-1 working value (fcn 0x0A96)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x28	overlaid local, countdown (DEC 0x28)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x29	overlaid local, countdown (DEC 0x29)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2A	overlaid local, single write #0x00, no read	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2B	overlaid local, single write #0x10, no read	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2C	CS8427 register number (arg in R7); also scratch via XRL #0xFF	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2D	CS8427 register value (arg in R5)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2E	CS8427 register number (arg in R7); also DJNZ delay counter	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x2F	CS8427 register value (arg in R5); also an INC counter	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x30	streaming-region counter (INC 0x30)	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x31	CS8427 register number for CLOCKSOURCE start/stop	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev22	irambyte	0x32	CS8427 value 0x41=RUN set / 0x40=RUN clear	disasm/IRAM_OVERLAY_ANNOTATION.md	explained
rev20	irambit	0x20.1	previous-P3 bit 1: a fourth input, not a panel button	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x20.3	previous-P3 bit 3: ch1 source button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x20.4	previous-P3 bit 4: ch2 source button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x20.5	previous-P3 bit 5: mono button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x22.7	panel shift word top bit; write-only, boot-cleared	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x23.0	codec control word bit 0; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x23.1	codec control word bit 1; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x23.2	codec control word; #147 pair with 0x23.3, always moved together	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x23.3	codec control word; #147 pair with 0x23.2, always moved together	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x23.4	codec control word bit 4; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x25.4	input to 0x22.6	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x25.5	input to 0x22.6	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x25.6	gates the boot init run	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x25.7	two toggle sites incl. 0x084B	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x26.0	shift-loop flag inside the 0x0E62 codec shift routine	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x20.1	previous-P3 bit 1: a fourth input, not a panel button	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x20.3	previous-P3 bit 3: ch1 source button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x20.4	previous-P3 bit 4: ch2 source button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x20.5	previous-P3 bit 5: mono button prior state	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x22.7	panel shift word top bit; write-only, boot-cleared	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x23.0	codec control word bit 0; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x23.1	codec control word bit 1; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x23.2	codec control word; #147 pair with 0x23.3, always moved together	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x23.3	codec control word; #147 pair with 0x23.2, always moved together	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x23.4	codec control word bit 4; set once	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x25.4	input to 0x22.6	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x25.5	input to 0x22.6	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x25.6	gates the boot init run	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x25.7	two toggle sites incl. 0x084B	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x26.0	shift-loop flag inside the 0x0E62 codec shift routine	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	xdata	0x0300	CODE lookup-table base (MOVC)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	xdata	0x0F9C	CODE lookup-table base (MOVC)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	xdata	0xFF6F	IEPDCNTY0 - EP0 IN Y-buffer data count	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	xdata	0xFFAF	OEPDCNTY0 - EP0 OUT Y-buffer data count	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	xdata	0x011E	CODE lookup-table base (MOVC)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	xdata	0x030C	CODE lookup-table base (MOVC)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	xdata	0x0FBA	CODE lookup-table base (MOVC)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	xdata	0xFF6F	IEPDCNTY0 - EP0 IN Y-buffer data count	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	xdata	0xFFAF	OEPDCNTY0 - EP0 OUT Y-buffer data count	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x000E	stubbed RETI for the timer-1 vector	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x000F	stubbed RETI for the serial vector	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x07C5	entry into the CS8427-start tail	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x0A50	entry into a MOVC table walk	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x0B2B	entry into the EP0 X-buffer count reset	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x0DEC	entry into the 48 kHz ACG load	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	func	0x0E18	entry into the both-DCTL=0x10 tail	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	func	0x000E	stubbed RETI for the timer-1 vector	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	func	0x000F	stubbed RETI for the serial vector	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	func	0x07A0	entry into the CS8427-start tail (Rev 22)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	func	0x07A6	entry into the CS8427-start tail (Rev 22)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev22	func	0x0971	entry into a MOVC table walk (Rev 22)	disasm/IRAM_LOW_ANNOTATION.md	explained
rev20	irambit	0x21.0	interface 1 on a non-zero alt setting	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.1	interface 2 on a non-zero alt setting	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.2	never set in either image; always false, its JB branches dead	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.3	EP0 control transfer in progress	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.4	EP0 transfer second-phase flag	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.5	one-shot consumed at 0x0BE1	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x21.6	an alt setting was selected	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x24.0	timer-0 tick flag driving the main loop panel service	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	irambit	0x24.2	cleared once, never set, never tested; vestigial	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.0	interface 1 on a non-zero alt setting	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.1	interface 2 on a non-zero alt setting	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.2	never set in either image; always false, its JB branches dead	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.3	EP0 control transfer in progress	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.4	EP0 transfer second-phase flag	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.5	one-shot consumed at 0x0BE1	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x21.6	an alt setting was selected	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x24.0	timer-0 tick flag driving the main loop panel service	disasm/IRAM_BITS_ANNOTATION.md	explained
rev22	irambit	0x24.2	cleared once, never set, never tested; vestigial	disasm/IRAM_BITS_ANNOTATION.md	explained
rev20	xdata	0xFF28	SETPACK_BMREQ: 2 site(s), read/write-via-helper 0x0118	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF29	SETPACK_BREQ: 2 site(s), read/write-via-helper 0x0F70	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF2A	SETPACK_WVAL_L: 12 site(s), code-table (MOVC)/read/write-via-helper 0x0B5F/write-via-helper 0x0B6E	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF2B	SETPACK_WVAL_H: 4 site(s), read/write-via-helper 0x0B6E/write-via-helper 0x1009	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF2C	SETPACK_WIDX_L: 6 site(s), read/write-via-helper 0x0B17/write-via-helper 0x0B3E/write-via-helper 	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF2E	SETPACK_WLEN_L: 3 site(s), read	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF2F	SETPACK_WLEN_H: 1 site(s), read	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF60	IEPCNF1: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF61	IEPBBAX1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF62	IEPBSIZ1: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF63	IEPDCNTX1: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF67	IEPDCNTY1: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF68	IEPCNF0: 7 site(s), clr-bits/set-bits/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF69	IEPBBAX0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF6A	IEPBSIZ0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF6B	IEPBCTX0: 10 site(s), clr-bits/write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF98	OEPCNF2: 4 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
